Title,Location,Link,Distance,Review_Score,Ketegori,Number_Of_Reviews,Details
"The Taj Mahal Tower Mumbai
"OSI Service Apartments BKC Kurla West
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/osi-service-apartments-bkc-kurla-west.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=426&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=848310301_352036450_4_0_0&highlighted_blocks=848310301_352036450_4_0_0&matching_block_id=848310301_352036450_4_0_0&sr_pri_blocks=848310301_352036450_4_0_0__4020000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,12.6,9.7,Exceptional ,3.0,One-Bedroom Apartment
"Treebo Trip Hotel White Gold
Opens in new window",Mumbai,https://www.booking.com/hotel/in/oyo-86259-white-house.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=427&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=817163404_358048930_2_1_0&highlighted_blocks=817163404_358048930_2_1_0&matching_block_id=817163404_358048930_2_1_0&sr_pri_blocks=817163404_358048930_2_1_0__1665454&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,26.9,4.0,Review score ,2.0,Double Room
"Hotel Plaza - Byculla East
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/plaza-byculla.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=428&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=799313701_340825706_2_0_0&highlighted_blocks=799313701_340825706_2_0_0&matching_block_id=799313701_340825706_2_0_0&sr_pri_blocks=799313701_340825706_2_0_0__2447200&from_beach_sr=1&from=searchresults#hotelTmpl,1.8,6.9,Review score ,7.0,Deluxe Double Room
"OYO 6581 Ascot Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-6581-ascot-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=429&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=817925902_347217953_2_0_0&highlighted_blocks=817925902_347217953_2_0_0&matching_block_id=817925902_347217953_2_0_0&sr_pri_blocks=817925902_347217953_2_0_0__835267&from_beach_sr=1&from=searchresults#hotelTmpl,16.5,3.0,Review score ,2.0,Standard Double Room
"The Oriental Residency
Opens in new window","Khar, Mumbai",https://www.booking.com/hotel/in/the-oriental-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=430&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=26126905_89004487_2_1_0&highlighted_blocks=26126905_89004487_2_1_0&matching_block_id=26126905_89004487_2_1_0&sr_pri_blocks=26126905_89004487_2_1_0__3558870&from_beach_sr=1&beach_sr_walking_distance=1743&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,11.1,6.8,Review score ,177.0,Twin Room
"AL IBRAHIM HOTEL
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/al-ibrahim.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=431&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=752615202_331829912_2_42_0&highlighted_blocks=752615202_331829912_2_42_0&matching_block_id=752615202_331829912_2_42_0&sr_pri_blocks=752615202_331829912_2_42_0__1400000&from_beach_sr=1&beach_sr_walking_distance=2709&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,2.3,10.0,Exceptional ,1.0,Deluxe Double Room
"Hotel Nest Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/nest-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=432&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=233420810_209396475_0_0_0&highlighted_blocks=233420810_209396475_0_0_0&matching_block_id=233420810_209396475_0_0_0&sr_pri_blocks=233420810_209396475_0_0_0__1749300&from_beach_sr=1&from=searchresults#hotelTmpl,23.7,6.0,Review score ,1.0,Deluxe Double Room with Bath
"Oxford Powai
Opens in new window","Powai, Mumbai",https://www.booking.com/hotel/in/fabhotel-oxford-powai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=433&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=291927704_347631582_2_0_0&highlighted_blocks=291927704_347631582_2_0_0&matching_block_id=291927704_347631582_2_0_0&sr_pri_blocks=291927704_347631582_2_0_0__1638560&from_beach_sr=1&from=searchresults#hotelTmpl,18.3,5.8,Review score ,59.0,Standard Double Room
"The Roa Hotel
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/the-roa.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=434&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=41948206_348272321_2_42_0&highlighted_blocks=41948206_348272321_2_42_0&matching_block_id=41948206_348272321_2_42_0&sr_pri_blocks=41948206_348272321_2_42_0__2897370&from_beach_sr=1&from=searchresults#hotelTmpl,16.5,6.5,Review score ,95.0,Deluxe Double Room
"Hotel Planet Plaza
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/planet-plaza.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=435&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=40548707_358530422_0_2_0&highlighted_blocks=40548707_358530422_0_2_0&matching_block_id=40548707_358530422_0_2_0&sr_pri_blocks=40548707_358530422_0_2_0__1092000&from_beach_sr=1&from=searchresults#hotelTmpl,16.7,4.5,Review score ,23.0,Standard Double Room with Fan
"The United Hotel
Opens in new window","Powai, Mumbai",https://www.booking.com/hotel/in/oyo-24416-the-united.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=436&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=606888702_351562772_2_1_0&highlighted_blocks=606888702_351562772_2_1_0&matching_block_id=606888702_351562772_2_1_0&sr_pri_blocks=606888702_351562772_2_1_0__909300&from_beach_sr=1&from=searchresults#hotelTmpl,17.6,4.0,Review score ,14.0,Small Double Room
"Hotel Ameya
Opens in new window","Dadar, Mumbai",https://www.booking.com/hotel/in/ameya-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=437&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=555002602_235191108_0_0_0&highlighted_blocks=555002602_235191108_0_0_0&matching_block_id=555002602_235191108_0_0_0&sr_pri_blocks=555002602_235191108_0_0_0__4200000&from_beach_sr=1&beach_sr_walking_distance=2154&from=searchresults#hotelTmpl,6.4,6.7,Review score ,17.0,Economy Twin Room
"HOTEL AMBER CORP INN Near Bombay Exhibition Centre, Goregaon
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/amber-corp-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=438&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=831900604_351583188_2_42_0&highlighted_blocks=831900604_351583188_2_42_0&matching_block_id=831900604_351583188_2_42_0&sr_pri_blocks=831900604_351583188_2_42_0__3080000&from_beach_sr=1&from=searchresults#hotelTmpl,19.0,7.1,Good ,35.0,Budget Double Room
"Treebo Trend Arvind Residency Thane
Opens in new window",Mumbai,https://www.booking.com/hotel/in/treebo-trend-arvind-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=439&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=553789501_350617552_2_1_0&highlighted_blocks=553789501_350617552_2_1_0&matching_block_id=553789501_350617552_2_1_0&sr_pri_blocks=553789501_350617552_2_1_0__2181816&from_beach_sr=1&from=searchresults#hotelTmpl,30.4,6.5,Review score ,100.0,Economy Double Room
"EKO STAY- Tropical Villas
Opens in new window",Mumbai,https://www.booking.com/hotel/in/eko-stay-tropical-villas.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=440&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=794995601_339610808_2_0_0&highlighted_blocks=794995601_339610808_2_0_0&matching_block_id=794995601_339610808_2_0_0&sr_pri_blocks=794995601_339610808_2_0_0__3121200&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,37.2,4.9,Review score ,10.0,Two-Bedroom Apartment with Sea View - Ground Floor
"Muza hotels at eskay resorts
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/eskay-resorts-by-muza.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=441&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=823305201_346642321_2_2_0&highlighted_blocks=823305201_346642321_2_2_0&matching_block_id=823305201_346642321_2_2_0&sr_pri_blocks=823305201_346642321_2_2_0__3274113&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,30.2,6.5,Review score ,20.0,Deluxe Double Room
"FabExpress Amber Grand
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/capital-o-81412-amber-grand.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=442&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=759431604_359259712_0_1_0&highlighted_blocks=759431604_359259712_0_1_0&matching_block_id=759431604_359259712_0_1_0&sr_pri_blocks=759431604_359259712_0_1_0__2320218&from_beach_sr=1&beach_sr_walking_distance=1444&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,18.9,5.0,Review score ,1.0,Deluxe Room
"Lovely 1 BHK flat. Good vibes! Relax & Rejuvenate
Opens in new window",Mumbai,https://www.booking.com/hotel/in/lovely-1-bhk-flat-good-vibes-relax-amp-rejuvenate-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=443&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=808805401_342458454_2_2_0&highlighted_blocks=808805401_342458454_2_2_0&matching_block_id=808805401_342458454_2_2_0&sr_pri_blocks=808805401_342458454_2_2_0__1395000&from_beach_sr=1&from=searchresults#hotelTmpl,38.0,7.0,Good ,1.0,One-Bedroom Apartment
"Hotel Palm Beach Pride
Opens in new window",Mumbai,https://www.booking.com/hotel/in/silverkey-executive-stays-40814-palm-beach-pride-saver.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=444&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=538489509_335385312_2_41_0&highlighted_blocks=538489509_335385312_2_41_0&matching_block_id=538489509_335385312_2_41_0&sr_pri_blocks=538489509_335385312_2_41_0__1750000&from_beach_sr=1&from=searchresults#hotelTmpl,22.8,6.0,Review score ,49.0,Deluxe Room
"SAI LEELA HOTEL
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/sai-leela-mumbai1.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=445&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=728582401_340089366_2_0_0&highlighted_blocks=728582401_340089366_2_0_0&matching_block_id=728582401_340089366_2_0_0&sr_pri_blocks=728582401_340089366_2_0_0__1680000&from_beach_sr=1&from=searchresults#hotelTmpl,21.9,6.4,Review score ,36.0,Deluxe Double or Twin Room
"Hotel Rooms Dadar near Station
Opens in new window","Dadar, Mumbai",https://www.booking.com/hotel/in/rooms-dadar.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=446&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=463353603_184095341_2_42_0&highlighted_blocks=463353603_184095341_2_42_0&matching_block_id=463353603_184095341_2_42_0&sr_pri_blocks=463353603_184095341_2_42_0__2127440&from_beach_sr=1&beach_sr_walking_distance=2510&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,6.2,5.8,Review score ,52.0,Standard Double Room
"Treebo Trend Lake Bloom Powai
Opens in new window","Powai, Mumbai",https://www.booking.com/hotel/in/oyo-11908-lake-bloom-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=447&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=324560508_309046205_2_1_0&highlighted_blocks=324560508_309046205_2_1_0&matching_block_id=324560508_309046205_2_1_0&sr_pri_blocks=324560508_309046205_2_1_0__2264920&from_beach_sr=1&from=searchresults#hotelTmpl,18.8,6.2,Review score ,83.0,Standard Double or Twin Room
"Apartment In Mumbai City Centre
Opens in new window","Central, Mumbai",https://www.booking.com/hotel/in/apartment-in-mumbai-city-centre.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=448&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=107115501_352791485_2_0_0&highlighted_blocks=107115501_352791485_2_0_0&matching_block_id=107115501_352791485_2_0_0&sr_pri_blocks=107115501_352791485_2_0_0__2590000&from_beach_sr=1&beach_sr_walking_distance=1247&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.4,9.2,Superb ,13.0,Triple Room
"Hotel Air View
Opens in new window","Santacruz, Mumbai",https://www.booking.com/hotel/in/air-view-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=449&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=797920301_339993618_2_1_0&highlighted_blocks=797920301_339993618_2_1_0&matching_block_id=797920301_339993618_2_1_0&sr_pri_blocks=797920301_339993618_2_1_0__1512000&from_beach_sr=1&beach_sr_walking_distance=2157&from=searchresults#hotelTmpl,12.7,4.2,Review score ,10.0,Deluxe Double Room (2 Adults + 1 Child)
"Hotel Landmark Fort
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/landmark-fort.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=450&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910162&all_sr_blocks=57595605_200972162_2_1_0&highlighted_blocks=57595605_200972162_2_1_0&matching_block_id=57595605_200972162_2_1_0&sr_pri_blocks=57595605_200972162_2_1_0__3311000&from_beach_sr=1&beach_sr_walking_distance=2935&from=searchresults#hotelTmpl,3.9,6.5,Review score ,43.0,Superior Double Room
"Hotel Golden Palms
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-10217-golden-palms-mumbai1234.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=451&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=289280802_196795272_2_0_0&highlighted_blocks=289280802_196795272_2_0_0&matching_block_id=289280802_196795272_2_0_0&sr_pri_blocks=289280802_196795272_2_0_0__1400000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,18.4,7.0,Good ,16.0,Deluxe Double Room
"Hotel Ganesh Palace
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/ganesh-palace-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=452&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=374258101_277080904_0_42_0&highlighted_blocks=374258101_277080904_0_42_0&matching_block_id=374258101_277080904_0_42_0&sr_pri_blocks=374258101_277080904_0_42_0__1820000&from_beach_sr=1&from=searchresults#hotelTmpl,17.4,4.6,Review score ,10.0,Deluxe Double or Twin Room
